layer,speedup row,speedup col,read latency(ns),write latency(ns),ADC(ns),Accumulation(ns),Synaptic Array(ns),Buffer(ns),Interconnect(ns),DRAM(ns),ADC write(ns),Accumulation write(ns),Synaptic Array write(ns),Buffer write(ns),Interconnect write(ns),DRAM write(ns)
1,6,1,1565.55,1.24694e+07,298.667,8.74754,35.4308,1201.32,21.3834,0.000526316,0,0,1.23751e+07,90405.2,3777.75,122.88
total,6,1,1565.55,1.24694e+07,298.667,8.74754,35.4308,1201.32,21.3834,0.000526316,0,0,1.23751e+07,90405.2,3777.75,122.88
